"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WSF2","WSF5"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-04-30","6.26","0.21","0.0","0.0","57","62","51","23.9","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-01","9.17","0.00","0.0","0.0","66","85","54","23.0","32.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-02","5.59","0.70","0.0","0.0","69","79","61","30.0","36.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-03","3.58","0.20","0.0","0.0","65","71","61","14.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-04","6.93","0.12","0.0","0.0","60","64","54","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-05","7.83","0.10","0.0","0.0","56","64","50","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-06","3.80","0.00","0.0","0.0","59","73","44","13.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-07","6.71","0.00","0.0","0.0","64","79","48","21.0","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-08","7.38","0.00","0.0","0.0","62","77","50","16.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-09","9.84","0.20","0.0","0.0","69","80","61","21.0","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-10","9.62","0.11","0.0","0.0","66","72","51","19.9","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-11","7.61","0.22","0.0","0.0","55","64","46","16.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-12","5.82","0.38","0.0","0.0","54","57","51","12.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-13","10.29","0.07","0.0","0.0","53","56","44","21.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-14","8.50","0.01","0.0","0.0","47","56","42","21.0","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-15","6.71","0.00","0.0","0.0","54","69","42","17.0","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-16","7.61","0.03","0.0","0.0","62","74","51","17.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-17","6.71","0.16","0.0","0.0","66","74","60","16.1","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-18","5.37","0.15","0.0","0.0","66","82","56","23.9","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-19","9.62","0.02","0.0","0.0","73","86","61","21.9","31.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-20","13.65","0.00","0.0","0.0","69","74","53","25.1","33.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-21","6.49","0.00","0.0","0.0","54","60","45","17.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-22","7.83","0.00","0.0","0.0","60","80","47","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-23","10.07","0.08","0.0","0.0","73","80","64","21.9","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-24","6.49","0.00","0.0","0.0","69","78","54","18.1","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-25","6.93","0.06","0.0","0.0","72","84","58","31.1","38.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-26","6.26","0.07","0.0","0.0","70","79","62","28.0","38.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-27","4.70","0.00","0.0","0.0","68","77","61","14.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-28","8.50","0.51","0.0","0.0","73","84","64","21.0","28.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-29","7.16","1.93","0.0","0.0","71","82","65","33.1","45.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-30","8.05","0.85","0.0","0.0","68","73","60","19.9","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-05-31","4.70","0.00","0.0","0.0","66","77","57","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-01","7.61","0.11","0.0","0.0","67","77","57","32.0","38.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-02","9.17","0.29","0.0","0.0","64","72","50","23.0","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-03","9.62","0.00","0.0","0.0","57","65","47","21.0","32.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-04","4.92","0.00","0.0","0.0","58","74","43","15.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-05","8.05","0.05","0.0","0.0","67","72","59","21.0","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-06","7.83","0.00","0.0","0.0","69","78","65","14.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-07","7.16","0.00","0.0","0.0","68","77","60","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-08","10.74","0.00","0.0","0.0","70","81","61","19.9","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-09","13.65","0.03","0.0","0.0","73","79","65","23.9","31.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-10","11.41","0.35","0.0","0.0","69","79","59","25.9","36.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-11","9.84","0.00","0.0","0.0","63","74","50","21.9","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-12","8.05","0.00","0.0","0.0","63","76","47","21.0","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-13","10.74","0.17","0.0","0.0","63","69","52","23.9","35.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-14","10.51","0.11","0.0","0.0","59","71","50","21.0","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-15","7.16","0.02","0.0","0.0","63","74","54","21.0","28.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-16","8.50","0.74","0.0","0.0","69","77","64","19.9","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-17","5.82","0.61","0.0","0.0","69","76","66","15.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-18","5.82","0.25","0.0","0.0","71","75","65","16.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-19","3.80","0.13","0.0","0.0","71","80","66","10.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-20","8.50","1.06","0.0","0.0","70","75","63","23.9","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-21","11.86","0.08","0.0","0.0","67","75","57","21.9","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-22","3.80","0.00","0.0","0.0","65","77","51","13.0","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-23","3.58","0.00","0.0","0.0","68","80","52","12.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-24","6.93","1.92","0.0","0.0","73","84","64","25.1","40.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-25","9.40","0.00","0.0","0.0","72","81","67","18.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-26","7.83","0.00","0.0","0.0","75","85","67","15.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-27","2.91","0.48","0.0","0.0","75","89","66","21.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-28","3.80","0.00","0.0","0.0","74","87","63","13.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-29","6.93","0.02","0.0","0.0","78","88","69","19.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-06-30","10.07","0.00","0.0","0.0","74","84","65","21.9","28.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-01","2.68","0.00","0.0","0.0","71","84","56","12.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-02","6.93","0.19","0.0","0.0","78","90","68","23.9","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-03","3.80","0.18","0.0","0.0","73","83","66","21.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-04","3.36","0.06","0.0","0.0","77","88","69","15.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-05","2.68","0.42","0.0","0.0","75","83","69","17.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-06","3.80","0.90","0.0","0.0","76","89","68","33.1","42.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-07","4.92","0.57","0.0","0.0","73","80","70","14.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-08","6.04","0.00","0.0","0.0","74","84","68","13.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-09","2.68","0.00","0.0","0.0","76","88","65","8.9","12.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-10","2.91","0.00","0.0","0.0","79","89","68","12.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-11","5.59","2.32","0.0","0.0","74","76","65","25.9","34.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-12","6.71","0.00","0.0","0.0","71","80","65","16.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-13","5.37","0.00","0.0","0.0","73","85","61","16.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-14","6.71","0.00","0.0","0.0","76","83","67","16.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-15","2.01","0.00","0.0","0.0","74","86","60","10.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-16","6.71","0.02","0.0","0.0","78","86","71","16.1","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-17","6.26","0.88","0.0","0.0","75","79","70","14.1","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-18","4.70","0.00","0.0","0.0","76","87","69","13.0","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-19","6.93","0.00","0.0","0.0","79","87","74","15.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-20","6.04","0.11","0.0","0.0","81","90","76","16.1","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-21","5.37","0.69","0.0","0.0","81","89","70","33.1","42.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-22","7.61","0.45","0.0","0.0","71","75","64","25.1","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-23","9.40","0.00","0.0","0.0","69","78","59","18.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-24","6.49","0.00","0.0","0.0","67","78","56","18.1","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-25","2.01","0.00","0.0","0.0","69","81","57","8.9","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-26","2.46","0.00","0.0","0.0","71","84","58","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-27","5.14","0.00","0.0","0.0","74","84","62","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-28","7.83","0.00","0.0","0.0","77","85","70","16.1","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-29","7.16","0.00","0.0","0.0","78","87","71","15.0","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-30","6.93","0.13","0.0","0.0","76","81","66","18.1","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-07-31","4.47","0.00","0.0","0.0","73","85","65","21.0","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-01","5.37","0.00","0.0","0.0","74","85","65","12.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-02","5.14","0.02","0.0","0.0","76","88","66","19.9","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-03","4.92","0.00","0.0","0.0","73","84","63","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-04","3.36","0.00","0.0","0.0","74","85","60","16.1","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-05","2.01","0.29","0.0","0.0","74","86","64","19.9","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-06","5.82","0.23","0.0","0.0","76","86","66","21.9","28.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-07","5.82","0.00","0.0","0.0","71","82","65","21.0","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-08","6.26","0.38","0.0","0.0","72","82","64","13.0","42.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-09","7.61","0.00","0.0","0.0","71","78","61","18.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-10","5.37","0.00","0.0","0.0","68","80","59","18.1","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-11","2.24","0.00","0.0","0.0","68","80","55","8.1","11.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-12","4.25","0.01","0.0","0.0","72","85","58","15.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-13","3.80","0.49","0.0","0.0","70","72","66","10.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-14","5.82","0.00","0.0","0.0","73","83","66","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-15","2.91","0.06","0.0","0.0","72","83","63","13.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-16","4.25","0.00","0.0","0.0","73","82","64","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-17","5.14","0.00","0.0","0.0","74","86","63","17.0","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-18","5.82","0.00","0.0","0.0","77","89","67","16.1","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-19","5.37","0.03","0.0","0.0","77","86","67","30.0","38.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-20","4.03","0.12","0.0","0.0","77","88","67","31.1","36.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-21","6.71","0.12","0.0","0.0","75","82","69","17.0","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-22","6.71","0.04","0.0","0.0","74","81","66","17.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-23","8.50","0.00","0.0","0.0","67","73","62","17.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-24","6.49","0.00","0.0","0.0","65","75","56","15.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-25","6.93","0.00","0.0","0.0","64","75","53","19.9","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-26","9.62","0.00","0.0","0.0","66","75","57","21.0","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-27","7.16","0.14","0.0","0.0","67","74","62","16.1","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-28","7.61","0.52","0.0","0.0","73","80","60","19.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-29","5.82","0.00","0.0","0.0","67","78","56","17.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-30","8.95","0.00","0.0","0.0","72","83","64","21.0","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-08-31","6.49","0.00","0.0","0.0","70","77","62","14.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-01","8.28","3.38","0.0","0.0","68","77","62","38.9","59.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-02","4.70","0.15","0.0","0.0","69","76","63","14.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-03","4.25","0.00","0.0","0.0","70","81","60","15.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-04","8.72","0.00","0.0","0.0","74","82","60","18.1","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-05","6.71","0.00","0.0","0.0","65","77","54","13.0","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-06","5.59","0.00","0.0","0.0","66","79","55","14.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-07","6.04","0.00","0.0","0.0","65","74","56","16.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-08","3.80","0.00","0.0","0.0","64","74","54","10.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-09","3.58","0.00","0.0","0.0","67","77","56","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-10","3.36","0.00","0.0","0.0","71","86","56","10.1","13.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-11","3.80","0.00","0.0","0.0","77","90","66","15.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-12","6.71","0.13","0.0","0.0","77","85","68","23.0","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-13","10.29","0.00","0.0","0.0","74","86","64","19.9","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-14","6.49","0.00","0.0","0.0","71","79","58","17.0","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-15","1.57","0.00","0.0","0.0","66","80","53","8.1","13.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-16","5.59","0.00","0.0","0.0","72","84","64","15.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-17","6.93","0.00","0.0","0.0","71","80","61","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-18","6.04","0.00","0.0","0.0","66","77","55","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-19","6.26","0.00","0.0","0.0","64","76","50","15.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-20","1.34","0.00","0.0","0.0","66","82","52","8.1","12.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-21","2.91","0.00","0.0","0.0","73","86","63","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-22","5.37","0.00","0.0","0.0","75","87","64","16.1","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-23","8.28","0.02","0.0","0.0","72","74","60","17.0","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-24","5.37","0.00","0.0","0.0","63","73","52","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-25","4.70","0.00","0.0","0.0","63","77","48","14.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-26","6.71","0.00","0.0","0.0","68","78","53","23.0","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-27","4.47","0.00","0.0","0.0","63","82","47","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-28","6.04","0.31","0.0","0.0","72","83","64","23.9","28.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-29","4.92","0.00","0.0","0.0","68","75","62","10.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-09-30","2.91","1.35","0.0","0.0","69","79","65","13.0","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-01","4.92","0.00","0.0","0.0","76","88","67","16.1","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-02","6.04","0.00","0.0","0.0","76","85","69","16.1","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-03","8.95","0.48","0.0","0.0","76","89","64","21.0","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-04","10.29","0.00","0.0","0.0","62","64","46","21.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-05","10.74","0.00","0.0","0.0","53","68","43","18.1","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-06","5.14","0.34","0.0","0.0","60","67","54","14.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-07","3.58","1.12","0.0","0.0","57","62","50","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-08","5.59","0.00","0.0","0.0","55","66","48","15.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-09","5.37","0.00","0.0","0.0","56","68","46","12.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-10","3.80","0.00","0.0","0.0","58","72","45","8.9","12.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-11","5.82","0.00","0.0","0.0","61","74","50","13.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-12","8.05","0.03","0.0","0.0","57","63","39","21.0","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-13","5.14","0.00","0.0","0.0","47","65","34","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-14","7.38","0.00","0.0","0.0","54","62","45","17.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-15","3.80","0.00","0.0","0.0","51","67","37","14.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-16","10.07","1.20","0.0","0.0","52","59","45","23.0","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-17","14.54","0.03","0.0","0.0","45","51","42","28.0","34.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-18","5.82","0.00","0.0","0.0","47","56","38","16.1","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-19","2.46","0.00","0.0","0.0","46","63","32","8.9","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-20","1.79","0.00","0.0","0.0","55","69","47","6.9","8.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-21","7.83","0.00","0.0","0.0","55","72","43","19.9","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-22","5.82","0.52","0.0","0.0","60","63","48","16.1","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-23","8.28","0.00","0.0","0.0","51","58","44","21.9","31.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-24","5.14","0.00","0.0","0.0","52","68","38","14.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-25","2.46","0.00","0.0","0.0","51","59","42","8.1","12.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-26","7.61","0.37","0.0","0.0","51","55","46","16.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-27","10.29","0.53","0.0","0.0","58","63","47","25.1","38.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-28","2.24","0.00","0.0","0.0","53","67","40","10.1","13.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-29","5.82","0.00","0.0","0.0","57","71","47","17.0","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-30","4.70","0.60","0.0","0.0","55","63","47","10.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-10-31","11.41","1.97","0.0","0.0","61","68","35","31.1","47.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-11-01","8.50","0.00","0.0","0.0","38","42","31","25.9","34.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-11-02","6.93","0.00","0.0","0.0","36","49","26","18.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-11-03","6.49","0.00","0.0","0.0","41","47","32","17.0","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-11-04","6.49","0.00","0.0","0.0","42","55","33","21.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2019-11-05","5.14","0.13","0.0","0.0","47","52","36","14.1","18.1"
