"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WSF2","WSF5"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-16","5.82","1.07","0.0","0.0","72","78","67","38.0","53.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-17","7.61","0.01","0.0","0.0","71","82","66","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-18","4.47","0.00","0.0","0.0","74","86","61","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-19","5.14","0.00","0.0","0.0","75","84","63","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-20","7.16","0.00","0.0","0.0","76","89","63","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-21","8.50","0.00","0.0","0.0","79","85","65","19.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-22","7.38","0.00","0.0","0.0","71","83","60","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-23","5.14","0.51","0.0","0.0","70","72","68","12.1",
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-24","5.82","0.00","0.0","0.0","73","84","66","16.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-25","4.47","0.00","0.0","0.0","75","87","63","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-26","6.04","0.00","0.0","0.0","79","92","65","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-27","5.37","0.01","0.0","0.0","79","89","72","13.0","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-28","9.62","0.00","0.0","0.0","76","82","62","19.9","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-29","5.82","0.00","0.0","0.0","65","74","54","14.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-06-30","2.01","0.00","0.0","0.0","68","81","54","10.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-01","6.71","0.13","0.0","0.0","70","81","58","23.0","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-02","3.13","0.00","0.0","0.0","65","73","55","13.0","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-03","2.24","0.00","0.0","0.0","65","75","55","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-04","4.03","0.23","0.0","0.0","69","76","62","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-05","5.59","0.05","0.0","0.0","74","86","69","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-06","5.59","0.09","0.0","0.0","78","87","69","25.9","35.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-07","7.16","0.01","0.0","0.0","76","86","69","16.1","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-08","7.83","0.00","0.0","0.0","76","86","68","17.0","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-09","10.51","0.00","0.0","0.0","77","83","67","23.0","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-10","6.71","0.00","0.0","0.0","72","84","61","15.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-11","2.01","0.00","0.0","0.0","74","88","60","10.1","13.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-12","5.14","0.00","0.0","0.0","78","90","64","15.0","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-13","7.83","0.00","0.0","0.0","79","88","73","25.9","33.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-14","9.84","0.41","0.0","0.0","78","88","69","25.9","34.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-15","8.72","0.00","0.0","0.0","76","85","70","16.1","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-16","5.82","0.00","0.0","0.0","75","84","66","17.0","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-17","5.82","0.00","0.0","0.0","74","86","62","16.1","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-18","8.05","0.01","0.0","0.0","79","87","74","18.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-19","6.71","0.00","0.0","0.0","78","87","67","17.0","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-20","3.58","0.00","0.0","0.0","74","85","58","12.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-21","4.70","0.00","0.0","0.0","75","91","58","16.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-22","8.05","0.50","0.0","0.0","79","88","69","23.9","31.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-23","4.47","0.00","0.0","0.0","80","92","71","13.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-24","4.47","0.36","0.0","0.0","78","91","68","38.9","49.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-25","7.38","0.02","0.0","0.0","80","93","71","25.9","34.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-26","4.47","0.00","0.0","0.0","79","89","70","12.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-27","2.46","0.00","0.0","0.0","78","90","69","6.0",
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-28","2.68","0.38","0.0","0.0","74","76","67","10.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-29","2.24","0.00","0.0","0.0","72","85","64","8.9","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-30","2.68","0.85","0.0","0.0","73","81","67","13.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-07-31","3.58","0.08","0.0","0.0","72","85","64","13.0","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-01","3.36","0.03","0.0","0.0","76","87","67","18.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-02","3.80","0.00","0.0","0.0","75","88","65","10.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-03","4.92","0.00","0.0","0.0","77","87","66","15.0","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-04","6.71","0.00","0.0","0.0","76","84","71","16.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-05","7.38","0.11","0.0","0.0","77","87","67","14.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-06","8.95","0.08","0.0","0.0","78","83","64","18.1","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-07","4.70","0.00","0.0","0.0","72","85","59","16.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-08","4.92","0.00","0.0","0.0","74","85","65","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-09","6.49","0.00","0.0","0.0","77","88","66","17.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-10","5.14","0.01","0.0","0.0","80","87","75","15.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-11","3.80","0.02","0.0","0.0","80","91","73","19.9","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-12","5.59","0.81","0.0","0.0","80","90","76","23.0","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-13","6.49","0.26","0.0","0.0","81","90","75","21.0","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-14","5.37","0.42","0.0","0.0","76","81","70","13.0",
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-15","2.91","0.11","0.0","0.0","73","80","69","8.1",
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-16","9.62","0.32","0.0","0.0","78","88","71","28.0","38.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-17","4.25","0.47","0.0","0.0","73","76","69","8.9","12.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-18","6.26","0.00","0.0","0.0","74","85","67","15.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-19","3.36","0.00","0.0","0.0","74","85","64","12.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-20","6.71","0.00","0.0","0.0","77","86","69","15.0","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-21","8.95","0.20","0.0","0.0","75","77","63","19.9","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-22","5.59","0.00","0.0","0.0","68","77","58","12.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-23","2.46","0.00","0.0","0.0","69","81","56","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-24","5.59","0.00","0.0","0.0","72","85","60","17.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-25","8.72","0.37","0.0","0.0","78","88","72","19.9","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-26","5.37","0.00","0.0","0.0","79","87","69","14.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-27","3.36","0.00","0.0","0.0","77","89","65","10.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-28","3.80","0.00","0.0","0.0","80","89","70","31.1","40.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-29","4.92","0.00","0.0","0.0","75","87","66","12.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-30","2.24","0.00","0.0","0.0","74","88","60","8.1","10.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-08-31","2.24","0.08","0.0","0.0","73","85","61","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-01","11.18","0.00","0.0","0.0","70","79","62","21.9","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-02","7.61","0.00","0.0","0.0","66","77","57","18.1","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-03","5.59","0.00","0.0","0.0","68","79","57","13.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-04","2.01","0.00","0.0","0.0","68","83","53","10.1","13.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-05","1.79","0.00","0.0","0.0","71","86","56","12.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-06","4.92","0.00","0.0","0.0","74","88","62","23.0","28.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-07","6.71","0.19","0.0","0.0","78","87","71","23.0","32.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-08","8.95","0.05","0.0","0.0","80","88","73","21.9","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-09","3.80","0.65","0.0","0.0","75","80","71","8.9","11.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-10","9.84","0.13","0.0","0.0","78","89","67","38.0","45.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-11","6.93","0.00","0.0","0.0","68","75","59","16.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-12","2.46","0.00","0.0","0.0","66","79","51","8.9","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-13","3.80","0.00","0.0","0.0","71","83","58","14.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-14","5.82","0.05","0.0","0.0","68","81","58","29.1","36.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-15","6.71","0.00","0.0","0.0","65","75","56","12.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-16","5.14","0.00","0.0","0.0","67","82","54","14.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-17","7.16","0.06","0.0","0.0","72","81","65","17.0","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-18","4.70","0.01","0.0","0.0","72","75","68","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-19","2.91","0.00","0.0","0.0","71","83","62","12.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-20","2.24","0.00","0.0","0.0","71","86","58","8.9","11.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-21","2.68","0.00","0.0","0.0","72","86","57","12.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-22","2.01","0.00","0.0","0.0","72","87","58","10.1","13.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-23","4.47","0.00","0.0","0.0","73","88","59","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-24","8.28","0.00","0.0","0.0","70","75","57","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-25","3.80","0.00","0.0","0.0","62","76","50","8.1","13.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-26","5.37","0.01","0.0","0.0","63","78","52","21.9","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-27","7.38","0.00","0.0","0.0","61","72","52","21.0","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-28","8.72","0.00","0.0","0.0","61","76","47","23.0","28.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-29","9.84","1.43","0.0","0.0","61","67","56","21.9","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-09-30","10.51","0.50","0.0","0.0","59","66","56","21.0","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-01","3.36","0.37","0.0","0.0","61","71","55","19.9","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-02","4.47","0.11","0.0","0.0","61","68","56","15.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-03","1.12","0.00","0.0","0.0","59","70","50","8.9","11.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-04","6.04","0.00","0.0","0.0","60","73","50","15.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-05","6.93","0.00","0.0","0.0","62","71","53","14.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-06","3.80","0.00","0.0","0.0","61","76","49","10.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-07","6.49","0.10","0.0","0.0","62","75","50","16.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-08","7.16","0.01","0.0","0.0","62","64","45","21.0","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-09","9.40","0.00","0.0","0.0","51","61","42","21.0","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-10","3.13","0.00","0.0","0.0","50","62","39","10.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-11","2.91","0.00","0.0","0.0","50","64","36","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-12","4.92","0.00","0.0","0.0","58","74","44","14.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-13","8.95","0.00","0.0","0.0","59","64","42","21.9","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-14","3.13","0.00","0.0","0.0","47","61","33","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-15","4.03","0.00","0.0","0.0","53","75","37","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-16","6.26","0.00","0.0","0.0","66","77","59","18.1","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-17","7.61","0.31","0.0","0.0","68","78","61","17.0","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-18","10.29","0.00","0.0","0.0","70","79","62","23.0","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-19","4.70","0.06","0.0","0.0","71","75","63","12.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-20","6.71","1.25","0.0","0.0","67","79","60","36.0","49.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-21","14.09","1.26","0.0","0.0","55","60","46","23.0","31.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-22","13.65","0.02","0.0","0.0","45","49","41","28.0","35.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-23","10.07","0.00","0.0","0.0","49","64","41","21.0","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-24","12.08","0.00","0.0","0.0","55","61","45","23.9","32.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-25","7.38","0.00","0.0","0.0","46","55","38","17.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-26","4.92","0.00","0.0","0.0","40","48","31","13.0","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-27","10.96","0.16","0.0","0.0","51","61","44","25.9","31.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-28","5.14","0.03","0.0","0.0","46","54","42","10.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-29","8.50","0.00","0.0","0.0","56","75","42","21.0","28.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-30","11.18","0.26","0.0","0.0","65","71","47","28.0","33.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-10-31","4.92","0.00","0.0","0.0","47","52","40","15.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-01","4.92","0.00","0.0","0.0","53","77","39","15.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-02","6.93","0.00","0.0","0.0","68","80","57","16.1","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-03","10.96","0.14","0.0","0.0","65","68","50","21.0","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-04","6.71","0.00","0.0","0.0","51","57","39","18.1","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-05","4.25","0.00","0.0","0.0","48","62","36","13.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-06","1.57","0.00","0.0","0.0","52","65","41","10.1","12.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-07","1.57","0.00","0.0","0.0","51","69","37","8.9","12.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-08","4.25","0.07","0.0","0.0","51","66","36","15.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-09","11.18","0.05","0.0","0.0","51","53","41","23.0","28.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-10","8.50","0.00","0.0","0.0","46","59","37","18.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-11","12.30","0.00","0.0","0.0","50","58","35","29.1","36.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-12","2.24","0.00","0.0","0.0","39","49","27","10.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-13","3.36","0.00","0.0","0.0","41","55","30","12.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-14","2.91","0.00","0.0","0.0","43","58","27","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-15","1.57","0.00","0.0","0.0","45","59","33","13.0","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-16","6.71","0.00","0.0","0.0","49","56","39","16.1","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-17","2.46","0.00","0.0","0.0","44","61","32","8.9","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-18","3.58","0.00","0.0","0.0","54","74","40","13.0","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-19","12.30","0.24","0.5","0.0","51","60","33","30.0","36.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-20","18.34","0.08","1.6","1.2","33","34","30","29.1","35.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-21","15.43","0.00","0.0","0.0","31","36","28","30.0","34.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-22","5.37","0.00","0.0","0.0","31","39","23","17.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-23","3.36","0.00","0.0","0.0","33","45","23","8.9","11.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-24","4.92","0.22","0.0","0.0","46","51","41","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-25","5.82","0.00","0.0","0.0","45","46","38","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-26","8.72","0.01","0.0","0.0","39","45","37","19.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-27","4.92","0.00","0.0","0.0","40","46","32","14.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-28","5.82","0.00","0.0","0.0","40","52","30","15.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-29","6.71","0.17","0.0","0.0","54","64","47","15.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-11-30","8.28","0.45","0.0","0.0","53","60","47","35.1","42.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-01","10.96","0.00","0.0","0.0","44","48","38","23.9","33.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-02","10.51","0.00","0.0","0.0","38","41","35","17.0","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-03","7.38","0.00","0.0","0.0","38","39","36","16.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-04","5.14","0.09","0.0","0.0","37","42","32","15.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-05","8.05","0.03","0.0","0.0","41","44","31","21.0","28.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-06","9.62","0.37","0.0","0.0","37","44","32","19.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-07","8.05","0.00","0.0","0.0","39","43","35","23.0","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-08","11.63","0.00","0.0","0.0","33","35","24","23.9","32.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-09","10.74","0.00","0.0","0.0","25","28","23","16.1","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-10","8.05","0.00","0.1","0.0","26","29","23","17.0","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-11","6.49","0.38","1.2","1.2","26","35","23","14.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-12","11.18","0.27","0.0","0.0","38","43","30","23.9","32.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-13","2.68","0.29","3.8","0.0","30","33","26","14.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-14","10.96","0.00","0.0","3.9","26","31","17","23.9","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-15","12.08","0.00","0.0","3.9","15","19","7","25.1","35.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-16","6.26","0.00","0.0","2.0","10","23","5","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-17","6.71","0.84","0.0","2.0","31","61","23","21.9","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-18","13.42","0.76","0.1","0.0","42","62","22","29.1","32.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-19","2.01","0.00","0.0","0.0","23","26","16","8.9","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-20","5.37","0.00","0.0","0.0","23","36","14","13.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-21","6.71","0.00","0.0","0.0","31","36","27","13.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-22","9.17","0.00","0.0","0.0","36","41","34","17.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2016-12-23","5.59","0.00","0.0","0.0","34","40","29","13.0","17.0"
